Date,Generation,Coal ,Renewable
06/11/2022,3817,3471,346
07/11/2022,3988,3625,362
08/11/2022,4036,3687,350
09/11/2022,4043,3685,359
10/11/2022,4041,3651,390
11/11/2022,4001,3601,400
12/11/2022,3901,3522,378
13/11/2022,3747,3390,357
14/11/2022,3903,3553,349
15/11/2022,3976,3635,340
16/11/2022,4002,3647,355
17/11/2022,4010,3639,371
18/11/2022,3987,3640,346
19/11/2022,3944,3582,363
20/11/2022,3802,3440,362
21/11/2022,3943,3595,348
22/11/2022,4003,3675,328
23/11/2022,4017,3661,357
24/11/2022,4034,3671,363
25/11/2022,4059,3674,385
26/11/2022,4047,3693,354
27/11/2022,3905,3587,318
28/11/2022,4034,3710,325
29/11/2022,4040,3673,367
30/11/2022,4046,3626,421
01/12/2022,4061,3658,403
02/12/2022,4074,3750,324
03/12/2022,4066,3724,342
04/12/2022,3926,3534,392
05/12/2022,4025,3622,403
06/12/2022,4117,3691,426
07/12/2022,4108,3735,374
08/12/2022,4078,3687,391
09/12/2022,4020,3619,400
10/12/2022,3936,3493,443
11/12/2022,3824,3384,440
12/12/2022,3959,3540,419
13/12/2022,4031,3562,469
14/12/2022,4067,3600,467
15/12/2022,4084,3666,418
16/12/2022,4128,3744,384
17/12/2022,4156,3779,377
18/12/2022,4036,3634,402
19/12/2022,4147,3780,367
20/12/2022,4182,3818,363
21/12/2022,4238,3821,417
22/12/2022,4276,3843,433
23/12/2022,4272,3875,397
24/12/2022,4247,3847,399
25/12/2022,4098,3713,385
26/12/2022,4197,3773,424
27/12/2022,4272,3848,424
28/12/2022,4307,3920,387
29/12/2022,4324,3972,352
30/12/2022,4354,3948,405
31/12/2022,4316,3886,430
01/01/2023,4099,3714,385
02/01/2023,4246,3851,394
03/01/2023,4349,3891,458
04/01/2023,4359,3807,552
05/01/2023,4371,3819,553
06/01/2023,4363,3853,510
07/01/2023,4379,3937,442
08/01/2023,4257,3856,401
09/01/2023,4327,3950,377
10/01/2023,4386,3968,418
11/01/2023,4429,3999,430
12/01/2023,4422,3977,444
13/01/2023,4375,3997,378
14/01/2023,4226,3793,433
15/01/2023,4072,3625,447
16/01/2023,4217,3787,431
17/01/2023,4324,3853,470
18/01/2023,4412,3918,495
19/01/2023,4409,3910,499
20/01/2023,4417,3938,479
21/01/2023,4368,3907,461
22/01/2023,4232,3775,456
23/01/2023,4326,3831,494
24/01/2023,4314,3885,429
25/01/2023,4295,3810,485
26/01/2023,4049,3478,571
27/01/2023,4234,3625,608
28/01/2023,4295,3754,540
29/01/2023,4125,3660,464
30/01/2023,4138,3746,392
31/01/2023,4265,3752,513
01/02/2023,4252,3715,537
02/02/2023,4281,3787,494
03/02/2023,4314,3862,452
04/02/2023,4291,3883,409
05/02/2023,4179,3735,444
06/02/2023,4330,3887,444
07/02/2023,4391,3986,404
08/02/2023,4442,4026,415
09/02/2023,4446,4000,447
10/02/2023,4475,3980,496
11/02/2023,4450,4007,442
12/02/2023,4308,3774,533
13/02/2023,4392,3843,549
14/02/2023,4467,4017,450
15/02/2023,4487,4059,428
16/02/2023,4505,4052,453
17/02/2023,4542,4088,454
18/02/2023,4481,4050,431
19/02/2023,4370,3932,438
20/02/2023,4533,4053,479
21/02/2023,4551,4083,468
22/02/2023,4568,4114,454
23/02/2023,4550,4097,453
24/02/2023,4553,4127,426
25/02/2023,4546,4083,463
26/02/2023,4426,3937,489
27/02/2023,4518,4056,463
28/02/2023,4536,4054,482
01/03/2023,4528,4024,505
02/03/2023,4567,4046,521
03/03/2023,4608,4086,521
04/03/2023,4589,4079,510
05/03/2023,4420,3922,497
06/03/2023,4488,4014,474
07/03/2023,4252,3760,493
08/03/2023,4067,3561,506
09/03/2023,4192,3719,473
10/03/2023,4432,3963,469
11/03/2023,4481,4005,476
12/03/2023,4390,3927,463
13/03/2023,4557,4110,447
14/03/2023,4615,4182,433
15/03/2023,4584,4206,378
16/03/2023,4434,4065,369
17/03/2023,4204,3820,384
18/03/2023,4024,3613,411
19/03/2023,3726,3268,458
20/03/2023,3904,3439,465
21/03/2023,4048,3590,458
22/03/2023,4147,3702,445
23/03/2023,4237,3777,460
24/03/2023,4300,3768,532
25/03/2023,4315,3871,444
26/03/2023,4168,3700,468
27/03/2023,4355,3872,482
28/03/2023,4480,4011,469
29/03/2023,4525,4072,453
30/03/2023,4471,4013,458
31/03/2023,4280,3778,502
01/04/2023,4154,3650,504
02/04/2023,4079,3551,528
03/04/2023,4314,3766,547
04/04/2023,4403,3920,483
05/04/2023,4508,3973,535
06/04/2023,4538,4004,534
07/04/2023,4557,4035,522
08/04/2023,4471,3979,492
09/04/2023,4387,3909,478
10/04/2023,4587,4106,481
11/04/2023,4724,4281,442
12/04/2023,4794,4303,491
13/04/2023,4855,4381,474
14/04/2023,4839,4343,496
15/04/2023,4812,4315,498
16/04/2023,4730,4237,493
17/04/2023,4956,4449,507
18/04/2023,5093,4598,495
19/04/2023,5041,4534,507
20/04/2023,5006,4459,547
21/04/2023,4822,4285,536
22/04/2023,4636,4126,510
23/04/2023,4300,3779,522
24/04/2023,4497,4026,470
25/04/2023,4605,4136,470
26/04/2023,4646,4169,477
27/04/2023,4624,4207,417
28/04/2023,4585,4185,400
29/04/2023,4439,4057,382
30/04/2023,4068,3683,385
01/05/2023,3815,3418,397
02/05/2023,3939,3529,411
03/05/2023,4062,3631,431
04/05/2023,4116,3685,431
05/05/2023,4272,3844,428
06/05/2023,4360,3905,455
07/05/2023,4240,3773,467
08/05/2023,4490,4003,488
09/05/2023,4654,4182,472
10/05/2023,4705,4228,477
11/05/2023,4786,4266,520
12/05/2023,4856,4247,609
13/05/2023,4900,4198,702
14/05/2023,4705,3970,734
15/05/2023,4863,4092,771
16/05/2023,4963,4276,687
17/05/2023,5076,4447,629
18/05/2023,4867,4297,570
19/05/2023,5052,4508,543
20/05/2023,5069,4472,597
21/05/2023,4917,4301,616
22/05/2023,5026,4429,597
23/05/2023,5092,4488,604
24/05/2023,4868,4168,700
25/05/2023,4716,3923,793
26/05/2023,4536,3730,805
27/05/2023,4528,3814,714
28/05/2023,4498,3919,579
29/05/2023,4617,4158,459
30/05/2023,4655,4234,421
31/05/2023,4719,4191,528
01/06/2023,4703,4074,629
02/06/2023,4823,4159,664
03/06/2023,4938,4315,623
04/06/2023,4605,3980,625
05/06/2023,4905,4230,675
06/06/2023,5009,4326,684
07/06/2023,5062,4382,680
08/06/2023,5157,4429,728
09/06/2023,5177,4414,763
10/06/2023,5067,4281,786
11/06/2023,4866,4117,749
12/06/2023,5098,4299,799
13/06/2023,5168,4318,849
14/06/2023,5109,4231,877
15/06/2023,5032,4280,752
16/06/2023,5055,4365,690
17/06/2023,5049,4377,672
18/06/2023,4835,4175,660
19/06/2023,4937,4317,619
20/06/2023,4991,4359,631
21/06/2023,5031,4423,608
22/06/2023,5063,4441,621
23/06/2023,5093,4449,644
24/06/2023,4973,4326,647
25/06/2023,4482,3933,549
26/06/2023,4520,3884,636
27/06/2023,4602,3989,614
28/06/2023,4581,3943,637
29/06/2023,4529,3843,686
30/06/2023,4474,3746,728
01/07/2023,4588,3896,692
02/07/2023,4538,3890,648
03/07/2023,4791,4154,637
04/07/2023,4884,4210,674
05/07/2023,4741,4086,655
06/07/2023,4595,3980,615
07/07/2023,4621,4016,605
08/07/2023,4418,3832,586
09/07/2023,4231,3646,585
10/07/2023,4492,3911,581
11/07/2023,4603,4000,603
12/07/2023,4731,4099,632
13/07/2023,4782,4112,670
14/07/2023,4820,4126,694
15/07/2023,4807,4074,732
16/07/2023,4597,3941,656
17/07/2023,4801,4157,644
18/07/2023,4817,4110,707
19/07/2023,4779,4068,712
20/07/2023,4856,4149,707
21/07/2023,4909,4211,698
22/07/2023,4760,4073,687
23/07/2023,4617,3943,674
24/07/2023,4834,4181,653
25/07/2023,4788,4203,585
26/07/2023,4651,4050,601
27/07/2023,4667,4006,661
28/07/2023,4632,3873,759
29/07/2023,4542,3710,832
30/07/2023,4542,3765,776
31/07/2023,4838,4033,806
01/08/2023,4911,4016,895
02/08/2023,4813,3921,893
03/08/2023,4840,3991,849
04/08/2023,4886,4125,761
05/08/2023,4907,4151,756
06/08/2023,4754,3903,851
07/08/2023,4879,4017,862
08/08/2023,4999,4227,772
09/08/2023,5072,4378,694
10/08/2023,5136,4498,637
11/08/2023,5208,4621,587
12/08/2023,5198,4468,730
13/08/2023,5090,4303,788
14/08/2023,5166,4480,685
15/08/2023,5037,4450,588
16/08/2023,5230,4602,628
17/08/2023,5343,4606,737
18/08/2023,5307,4563,744
19/08/2023,5149,4456,693
20/08/2023,5030,4422,608
21/08/2023,5167,4600,567
22/08/2023,5231,4635,595
23/08/2023,5075,4355,720
24/08/2023,5066,4308,757
25/08/2023,5149,4431,718
26/08/2023,5131,4478,654
27/08/2023,5081,4371,710
28/08/2023,5231,4440,791
29/08/2023,5300,4689,611
30/08/2023,5263,4778,485
31/08/2023,5303,4836,467
01/09/2023,5382,4911,471
02/09/2023,5396,4823,574
03/09/2023,5213,4624,589
04/09/2023,5209,4560,649
05/09/2023,5181,4613,568
06/09/2023,5134,4506,629
07/09/2023,5000,4266,734
08/09/2023,4900,4163,737
09/09/2023,4844,4077,768
10/09/2023,4702,3900,802
11/09/2023,4920,4148,772
12/09/2023,5077,4344,732
13/09/2023,5142,4475,667
14/09/2023,5204,4633,571
15/09/2023,5065,4502,563
16/09/2023,4911,4241,670
17/09/2023,4510,3866,644
18/09/2023,4587,4015,572
19/09/2023,4707,4152,555
20/09/2023,4855,4312,543
21/09/2023,4883,4403,480
22/09/2023,4807,4354,453
23/09/2023,4640,4132,508
24/09/2023,4405,3869,536
25/09/2023,4580,4088,492
26/09/2023,4761,4298,463
27/09/2023,4823,4351,473
28/09/2023,4823,4310,513
29/09/2023,4826,4302,523
30/09/2023,4738,4199,539
01/10/2023,4550,3983,567
02/10/2023,4478,3943,535
03/10/2023,4639,4115,524
04/10/2023,4714,4193,521
05/10/2023,4769,4247,522
06/10/2023,4861,4319,542
07/10/2023,4872,4378,494
08/10/2023,4823,4355,468
09/10/2023,4973,4494,479
10/10/2023,5017,4554,463
11/10/2023,5028,4624,403
12/10/2023,5001,4588,413
13/10/2023,5021,4603,418
14/10/2023,4981,4557,424
15/10/2023,4776,4363,413
16/10/2023,4726,4351,374
17/10/2023,4628,4232,396
18/10/2023,4732,4321,412
19/10/2023,4765,4377,388
20/10/2023,4759,4366,394
21/10/2023,4691,4292,399
22/10/2023,4552,4156,396
23/10/2023,4511,4094,417
24/10/2023,4373,3971,402
25/10/2023,4558,4155,403
26/10/2023,4697,4281,416
27/10/2023,4697,4277,420
28/10/2023,4648,4280,367
29/10/2023,4496,4109,387
30/10/2023,4592,4199,393
31/10/2023,4649,4257,392
01/11/2023,4630,4264,366
02/11/2023,4643,4273,369
03/11/2023,4625,4269,357
04/11/2023,4565,4214,351
05/11/2023,4355,3995,360
06/11/2023,4426,4082,344
07/11/2023,4431,4110,320
08/11/2023,4436,4134,303
09/11/2023,4407,4110,297
10/11/2023,4343,3956,387
11/11/2023,4161,3667,494
12/11/2023,3788,3312,477
13/11/2023,3652,3227,424
14/11/2023,3816,3427,389
15/11/2023,3954,3535,419
16/11/2023,4094,3666,428
17/11/2023,4192,3762,430
18/11/2023,4259,3872,387
19/11/2023,4138,3740,398
20/11/2023,4284,3835,449
21/11/2023,4340,3933,407
22/11/2023,4328,3994,334
23/11/2023,4291,3977,314
24/11/2023,4294,3894,400
25/11/2023,4223,3785,437
26/11/2023,3955,3555,400
27/11/2023,3833,3523,310
28/11/2023,3922,3559,363
29/11/2023,3975,3594,381
30/11/2023,3920,3526,393
01/12/2023,3956,3521,436
02/12/2023,3943,3443,501
03/12/2023,3786,3304,482
04/12/2023,3815,3343,472
05/12/2023,3857,3381,476
06/12/2023,3915,3487,428
07/12/2023,3989,3592,397
08/12/2023,4029,3673,356
09/12/2023,4026,3654,372
10/12/2023,3907,3501,406
11/12/2023,4087,3690,397
12/12/2023,4178,3784,394
13/12/2023,4228,3798,430
14/12/2023,4270,3808,461
15/12/2023,4293,3904,389
16/12/2023,4252,3896,357
17/12/2023,4089,3639,450
18/12/2023,4206,3660,546
19/12/2023,4290,3764,527
20/12/2023,4342,3859,482
21/12/2023,4368,3939,429
22/12/2023,4386,4023,362
23/12/2023,4349,3910,439
24/12/2023,4208,3723,486
25/12/2023,4299,3836,463
26/12/2023,4376,3949,428
27/12/2023,4405,3914,491
28/12/2023,4430,3933,496
29/12/2023,4474,4024,451
30/12/2023,4457,4032,426
31/12/2023,4342,3863,478
01/01/2024,4343,3921,421
02/01/2024,4417,4035,382
03/01/2024,4507,4109,398
04/01/2024,4510,4124,386
05/01/2024,4505,4118,386
06/01/2024,4448,3989,459
07/01/2024,4275,3791,484
08/01/2024,4397,3974,423
09/01/2024,4437,3947,490
10/01/2024,4498,4018,479
11/01/2024,4520,4006,513
12/01/2024,4601,4096,505
13/01/2024,4571,4178,392
14/01/2024,4355,3952,402
15/01/2024,4400,4004,395
16/01/2024,4500,4124,377
17/01/2024,4567,4195,372
18/01/2024,4631,4237,394
19/01/2024,4684,4262,422
20/01/2024,4684,4274,409
21/01/2024,4588,4175,413
22/01/2024,4631,4220,411
23/01/2024,4679,4274,405
24/01/2024,4686,4299,386
25/01/2024,4714,4303,411
26/01/2024,4528,4075,453
27/01/2024,4572,4114,459
28/01/2024,4546,4142,404
29/01/2024,4637,4218,418
30/01/2024,4663,4291,372
31/01/2024,4630,4219,412
01/02/2024,4502,4100,402
02/02/2024,4593,4210,383
03/02/2024,4581,4225,356
04/02/2024,4379,3990,389
05/02/2024,4493,4068,425
06/02/2024,4613,4160,453
07/02/2024,4629,4145,484
08/02/2024,4616,4077,538
09/02/2024,4637,4125,512
10/02/2024,4617,4067,549
11/02/2024,4453,3889,564
12/02/2024,4577,4068,509
13/02/2024,4679,4177,502
14/02/2024,4641,4094,547
15/02/2024,4639,4052,587
16/02/2024,4671,4041,629
17/02/2024,4634,4085,549
18/02/2024,4429,3882,547
19/02/2024,4520,3879,641
20/02/2024,4633,4118,515
21/02/2024,4640,4108,533
22/02/2024,4673,4156,517
23/02/2024,4744,4213,531
24/02/2024,4702,4211,491
25/02/2024,4517,3995,521
26/02/2024,4608,4011,597
27/02/2024,4625,3953,672
28/02/2024,4637,4029,607
29/02/2024,4689,4113,577
01/03/2024,4637,4106,531
02/03/2024,4426,3822,605
03/03/2024,4230,3670,559
04/03/2024,4463,3936,526
05/03/2024,4576,3999,576
06/03/2024,4614,4107,507
07/03/2024,4645,4126,518
08/03/2024,4675,4135,539
09/03/2024,4687,4113,574
10/03/2024,4570,4053,517
11/03/2024,4764,4230,534
12/03/2024,4856,4324,532
13/03/2024,4879,4326,553
14/03/2024,4902,4386,517
15/03/2024,4931,4396,535
16/03/2024,4876,4336,540
17/03/2024,4656,4105,552
18/03/2024,4824,4293,532
19/03/2024,4831,4302,529
20/03/2024,4712,4160,552
21/03/2024,4705,4156,549
22/03/2024,4808,4265,543
23/03/2024,4822,4283,539
24/03/2024,4585,4047,538
25/03/2024,4276,3770,506
26/03/2024,4542,4028,515
27/03/2024,4852,4304,549
28/03/2024,5008,4475,533
29/03/2024,5038,4493,545
30/03/2024,4980,4396,584
31/03/2024,4762,4224,538
01/04/2024,4824,4303,522
02/04/2024,4930,4404,526
03/04/2024,5039,4499,540
04/04/2024,5101,4584,517
05/04/2024,5149,4611,539
06/04/2024,5114,4553,561
07/04/2024,4883,4326,557
08/04/2024,4956,4408,548
09/04/2024,4968,4434,534
10/04/2024,5014,4460,554
11/04/2024,4924,4399,526
12/04/2024,4928,4402,526
13/04/2024,4869,4387,482
14/04/2024,4717,4221,497
15/04/2024,5036,4523,513
16/04/2024,5138,4599,539
17/04/2024,5124,4627,497
18/04/2024,5188,4648,540
19/04/2024,5139,4502,636
20/04/2024,5138,4567,571
21/04/2024,4961,4422,538
22/04/2024,5106,4512,593
23/04/2024,5101,4521,580
24/04/2024,5142,4570,572
25/04/2024,5292,4715,577
26/04/2024,5278,4672,606
27/04/2024,5310,4743,566
28/04/2024,5137,4571,565
29/04/2024,5313,4711,602
30/04/2024,5375,4722,653
01/05/2024,5133,4432,702
02/05/2024,5236,4635,602
03/05/2024,5339,4750,588
04/05/2024,5394,4747,647
05/05/2024,5237,4547,690
06/05/2024,5417,4748,669
07/05/2024,5210,4580,630
08/05/2024,5185,4578,606
09/05/2024,5220,4637,583
10/05/2024,5183,4610,573
11/05/2024,5046,4524,522
12/05/2024,4931,4417,514
13/05/2024,5038,4533,504
14/05/2024,5121,4563,558
15/05/2024,5233,4730,503
16/05/2024,5287,4793,494
17/05/2024,5331,4819,512
18/05/2024,5365,4791,574
19/05/2024,5149,4559,590
20/05/2024,5262,4635,627
21/05/2024,5350,4756,593
22/05/2024,5462,4884,578
23/05/2024,5459,4840,620
24/05/2024,5570,4900,670
25/05/2024,5499,4675,824
26/05/2024,5241,4331,910
27/05/2024,5366,4372,993
28/05/2024,5501,4458,1043
29/05/2024,5649,4615,1034
30/05/2024,5760,4876,883
31/05/2024,5697,4862,835
01/06/2024,5563,4769,793
02/06/2024,5257,4624,633
03/06/2024,5396,4802,594
04/06/2024,5469,4783,686
05/06/2024,5408,4679,729
06/06/2024,5173,4560,613
07/06/2024,5308,4736,572
08/06/2024,5280,4667,613
09/06/2024,5112,4416,696
10/06/2024,5315,4566,749
11/06/2024,5436,4621,815
12/06/2024,5450,4654,796
13/06/2024,5461,4673,787
14/06/2024,5480,4669,811
15/06/2024,5508,4735,773
16/06/2024,5404,4711,692
17/06/2024,5569,4904,665
18/06/2024,5592,4773,819
19/06/2024,5512,4645,867
20/06/2024,5261,4351,910
21/06/2024,5320,4518,802
22/06/2024,5336,4660,676
23/06/2024,5164,4479,685
24/06/2024,5337,4664,673
25/06/2024,5429,4718,712
26/06/2024,5354,4664,690
27/06/2024,5173,4505,668
28/06/2024,5146,4468,677
29/06/2024,5111,4435,676
30/06/2024,4836,4161,675
01/07/2024,4901,4146,755
02/07/2024,4911,4032,879
03/07/2024,4894,4030,864
04/07/2024,4868,4134,734
05/07/2024,4907,4151,756
06/07/2024,4720,3836,884
07/07/2024,4602,3839,763
08/07/2024,4947,4340,608
09/07/2024,5107,4473,634
10/07/2024,5190,4510,680
11/07/2024,5279,4471,808
12/07/2024,5134,4235,899
13/07/2024,5053,4190,864
14/07/2024,4981,4168,814
15/07/2024,5139,4484,655
16/07/2024,5229,4454,775
17/07/2024,5198,4488,710
18/07/2024,5239,4473,766
19/07/2024,5173,4385,789
20/07/2024,5176,4460,716
21/07/2024,5046,4278,768
22/07/2024,5163,4390,773
23/07/2024,5176,4326,850
24/07/2024,5086,4223,863
25/07/2024,5054,4191,862
26/07/2024,5087,4175,912
27/07/2024,5091,4220,871
28/07/2024,5026,4254,772
29/07/2024,5255,4538,717
30/07/2024,5359,4644,715
31/07/2024,5302,4526,776
01/08/2024,4889,4080,809
02/08/2024,4814,4035,778
03/08/2024,4759,3981,778
04/08/2024,4625,3860,765
05/08/2024,4895,4285,609
06/08/2024,4968,4338,630
07/08/2024,4864,4221,644
08/08/2024,4856,4196,660
09/08/2024,4935,4289,646
10/08/2024,4900,4233,667
11/08/2024,4586,3906,680
12/08/2024,4815,4223,592
13/08/2024,4990,4507,483
14/08/2024,5098,4655,443
15/08/2024,4820,4337,483
16/08/2024,5031,4604,427
17/08/2024,5061,4555,506
18/08/2024,4895,4384,512
19/08/2024,4880,4394,487
20/08/2024,4868,4343,525
21/08/2024,5019,4485,533
22/08/2024,5080,4530,551
23/08/2024,5013,4415,597
24/08/2024,4900,4190,710
25/08/2024,4651,3801,850
26/08/2024,4755,3863,892
27/08/2024,4684,3866,818
28/08/2024,4765,3972,794
29/08/2024,4745,3978,767
30/08/2024,4827,4144,683
31/08/2024,4859,4234,626
01/09/2024,4648,3988,660
02/09/2024,4841,4178,663
03/09/2024,4884,4268,616
04/09/2024,4759,4101,657
05/09/2024,4800,4062,738
06/09/2024,4846,4119,727
07/09/2024,4762,4063,699
08/09/2024,4636,3940,696
09/09/2024,4874,4128,746
10/09/2024,4922,4166,755
11/09/2024,4887,4158,729
12/09/2024,4840,4050,790
13/09/2024,4843,4018,825
14/09/2024,4803,4008,795
15/09/2024,4705,3932,772
16/09/2024,4887,4152,735
17/09/2024,4887,4187,700
18/09/2024,4963,4313,650
19/09/2024,5118,4456,662
20/09/2024,5274,4619,655
21/09/2024,5263,4602,661
22/09/2024,5152,4501,651
23/09/2024,5326,4671,655
24/09/2024,5337,4683,654
25/09/2024,5220,4552,667
26/09/2024,4970,4337,633
27/09/2024,4808,4182,626
28/09/2024,4743,4227,515
29/09/2024,4703,4252,451
30/09/2024,4996,4523,473
01/10/2024,5143,4624,519
02/10/2024,5020,4448,572
03/10/2024,5142,4495,647
04/10/2024,5219,4569,650
05/10/2024,5119,4607,512
06/10/2024,4846,4402,444
07/10/2024,5069,4554,515
08/10/2024,5133,4642,492
09/10/2024,5127,4612,515
10/10/2024,4947,4446,501
11/10/2024,4766,4289,476
12/10/2024,4476,3989,487
13/10/2024,4407,3967,440
14/10/2024,4669,4309,360
15/10/2024,4694,4283,412
16/10/2024,4665,4245,420
17/10/2024,4708,4208,500
18/10/2024,4777,4283,494
19/10/2024,4723,4294,429
20/10/2024,4498,4083,415
21/10/2024,4645,4218,427
22/10/2024,4695,4259,435
23/10/2024,4694,4244,450
24/10/2024,4633,4175,458
25/10/2024,4576,4100,476
26/10/2024,4565,4074,491
27/10/2024,4509,4007,502
28/10/2024,4746,4256,489
29/10/2024,4843,4361,482
30/10/2024,4758,4318,440
31/10/2024,4303,3852,450
01/11/2024,4046,3609,437
02/11/2024,4034,3577,457
03/11/2024,4055,3592,463
04/11/2024,4320,3872,449
05/11/2024,4456,3987,469
06/11/2024,4545,4061,484
07/11/2024,4563,4094,469
08/11/2024,4584,4122,462
09/11/2024,4588,4121,467
10/11/2024,4421,3938,483
11/11/2024,4588,4102,486
12/11/2024,4623,4172,450
13/11/2024,4568,4102,467
14/11/2024,4544,4111,433
15/11/2024,4482,4104,378
16/11/2024,4386,3954,432
17/11/2024,4206,3718,489
18/11/2024,4337,3812,524
19/11/2024,4380,3891,489
20/11/2024,4332,3841,492
21/11/2024,4374,3917,457
22/11/2024,4391,3915,475
23/11/2024,4388,3939,448
24/11/2024,4231,3780,451
25/11/2024,4343,3860,483
26/11/2024,4356,3923,433
27/11/2024,4336,3901,435
28/11/2024,4338,3816,522
29/11/2024,4391,3892,498
30/11/2024,4294,3793,501
01/12/2024,4059,3553,506
02/12/2024,4215,3685,530
03/12/2024,4291,3720,571
04/12/2024,4355,3779,576
05/12/2024,4388,3896,492
06/12/2024,4459,3998,461
07/12/2024,4425,3988,437
08/12/2024,4246,3754,492
09/12/2024,4395,3832,564
10/12/2024,4460,3871,589
11/12/2024,4461,3883,578
12/12/2024,4427,3863,564
13/12/2024,4429,3791,638
14/12/2024,4400,3763,637
15/12/2024,4252,3644,607
16/12/2024,4423,3864,559
17/12/2024,4537,3976,561
18/12/2024,4645,4073,572
19/12/2024,4605,4110,495
20/12/2024,4667,4118,549
21/12/2024,4602,4131,470
22/12/2024,4439,4028,411
23/12/2024,4552,4146,406
24/12/2024,4595,4107,489
25/12/2024,4549,4055,494
26/12/2024,4540,4106,434
27/12/2024,4424,3935,488
28/12/2024,4247,3697,550
29/12/2024,4194,3629,566
30/12/2024,4406,3854,553
31/12/2024,4464,3911,553
01/01/2025,4393,3805,588
02/01/2025,4448,3915,534
03/01/2025,4592,4018,574
04/01/2025,4577,4033,543
05/01/2025,4439,3913,526
06/01/2025,4612,3985,627
07/01/2025,4698,4053,645
08/01/2025,4689,4099,590
09/01/2025,4700,4115,585
10/01/2025,4762,4202,560
11/01/2025,4669,4191,478
12/01/2025,4473,3950,523
13/01/2025,4547,3977,570
14/01/2025,4385,3770,614
15/01/2025,4447,3825,622
16/01/2025,4550,3918,631
17/01/2025,4656,3943,713
18/01/2025,4656,4073,582
19/01/2025,4482,3993,488
20/01/2025,4605,4093,512
21/01/2025,4686,4132,555
22/01/2025,4706,4135,571
23/01/2025,4698,4029,669
24/01/2025,4760,4027,733
25/01/2025,4766,4121,645
26/01/2025,4518,3884,635
27/01/2025,4728,4160,568
28/01/2025,4851,4304,547
29/01/2025,4870,4292,577
30/01/2025,4888,4340,548
31/01/2025,4915,4382,533
01/02/2025,4832,4281,551
02/02/2025,4663,4048,615
03/02/2025,4838,4260,579
04/02/2025,4880,4255,625
05/02/2025,4888,4258,630
06/02/2025,4906,4145,761
07/02/2025,4930,4193,736
08/02/2025,4923,4289,634
09/02/2025,4799,4204,595
10/02/2025,4949,4394,556
11/02/2025,4993,4381,611
12/02/2025,5012,4423,590
13/02/2025,4981,4395,586
14/02/2025,4986,4413,573
15/02/2025,4963,4283,680
16/02/2025,4809,4171,638
17/02/2025,4989,4374,615
18/02/2025,5058,4465,594
19/02/2025,5073,4514,559
20/02/2025,4942,4337,605
21/02/2025,5031,4423,607
22/02/2025,5008,4411,597
23/02/2025,4808,4193,615
24/02/2025,4943,4280,662
25/02/2025,5015,4432,583
26/02/2025,4978,4351,627
27/02/2025,4965,4393,572
28/02/2025,5004,4374,630
01/03/2025,4957,4298,659
02/03/2025,4813,4172,641
03/03/2025,5012,4363,649
04/03/2025,5084,4307,777
05/03/2025,4997,4232,765
06/03/2025,5023,4381,642
07/03/2025,5117,4490,627
08/03/2025,5140,4528,612
09/03/2025,5038,4402,637
10/03/2025,5166,4483,683
11/03/2025,5217,4574,643
12/03/2025,5187,4577,610
13/03/2025,5146,4453,693
14/03/2025,4646,3967,679
15/03/2025,4766,4100,666
16/03/2025,4866,4222,644
17/03/2025,5102,4454,648
18/03/2025,5159,4472,687
19/03/2025,5216,4527,690
20/03/2025,5167,4509,658
21/03/2025,5134,4478,656
22/03/2025,4969,4329,640
23/03/2025,4793,4166,627
24/03/2025,5046,4378,668
25/03/2025,5124,4446,679
26/03/2025,5186,4475,711
27/03/2025,5237,4534,703
28/03/2025,5212,4511,701
29/03/2025,5105,4397,708
30/03/2025,4964,4291,673
31/03/2025,5021,4357,664
01/04/2025,5022,4353,670
02/04/2025,5031,4389,642
03/04/2025,4964,4360,605
04/04/2025,4941,4307,635
05/04/2025,4994,4348,646
06/04/2025,4868,4125,743
07/04/2025,5117,4365,752
08/04/2025,5277,4582,695
09/04/2025,5336,4643,692
10/04/2025,5086,4276,810
11/04/2025,4926,4080,846
12/04/2025,4904,4134,770
13/04/2025,4770,4039,731
14/04/2025,4971,4189,783
15/04/2025,5132,4377,755
16/04/2025,5242,4518,725
17/04/2025,5236,4508,728
18/04/2025,5200,4403,797
19/04/2025,5145,4294,852
20/04/2025,5136,4366,770
21/04/2025,5334,4663,670
22/04/2025,5444,4765,679
23/04/2025,5442,4731,711
24/04/2025,5519,4762,757
25/04/2025,5576,4825,751
26/04/2025,5473,4788,685
27/04/2025,5163,4483,679
28/04/2025,5305,4598,707
29/04/2025,5338,4593,745
30/04/2025,5357,4567,791
01/05/2025,5107,4306,802
02/05/2025,4978,4230,748
03/05/2025,5096,4285,811
04/05/2025,4781,4005,777
05/05/2025,4844,4155,690
06/05/2025,4797,4127,670
07/05/2025,4876,4201,675
08/05/2025,4964,4280,685
09/05/2025,5112,4456,656
10/05/2025,5192,4534,658
11/05/2025,5018,4325,694
12/05/2025,5215,4458,757
13/05/2025,5269,4500,769
14/05/2025,5345,4629,716
15/05/2025,5409,4729,680
16/05/2025,5373,4607,766
17/05/2025,5240,4485,755
18/05/2025,5042,4323,719
19/05/2025,5251,4568,683
20/05/2025,5300,4572,728
21/05/2025,5099,4322,777
22/05/2025,4813,4017,797
23/05/2025,5102,4272,830
24/05/2025,5022,4149,872
25/05/2025,4502,3753,750
