Date,Generation,Coal ,Renewable
26/05/2025,4843,3973,870
27/05/2025,4978,4045,933
28/05/2025,5036,4127,909
29/05/2025,5002,4100,902
30/05/2025,4924,3893,1031
31/05/2025,4951,3844,1107
01/06/2025,4793,3810,983
02/06/2025,5038,4031,1008
03/06/2025,5018,4024,995
04/06/2025,4968,4055,913
05/06/2025,5095,4328,767
06/06/2025,5303,4499,803
07/06/2025,5411,4498,913
08/06/2025,5317,4367,949
09/06/2025,5612,4641,971
10/06/2025,5711,4730,982
11/06/2025,5734,4814,920
12/06/2025,5732,4835,896
13/06/2025,5611,4899,713
14/06/2025,5644,4900,744
15/06/2025,5139,4420,720
16/06/2025,5166,4345,821
17/06/2025,5051,4212,839
18/06/2025,5069,4090,979
19/06/2025,5087,4038,1048
20/06/2025,5094,4049,1045
21/06/2025,5168,4192,976
22/06/2025,5003,4093,910
23/06/2025,5124,4227,896
24/06/2025,5146,4158,988
25/06/2025,5162,4356,806
26/06/2025,5137,4401,736
27/06/2025,5222,4394,828
28/06/2025,5218,4328,890
29/06/2025,4851,3893,958
30/06/2025,4915,3913,1003
01/07/2025,4952,4006,946
02/07/2025,5059,4200,859
03/07/2025,5140,4340,800
04/07/2025,5247,4399,848
05/07/2025,5209,4262,947
06/07/2025,4958,3984,974
07/07/2025,5105,4147,958
08/07/2025,5245,4315,929
09/07/2025,5177,4241,935
10/07/2025,5094,4265,829
11/07/2025,5245,4431,814
12/07/2025,5240,4396,844
13/07/2025,5046,4135,911
14/07/2025,5072,4080,993
15/07/2025,5109,4211,898
16/07/2025,5153,4331,822
17/07/2025,5161,4417,744
18/07/2025,5202,4540,662
19/07/2025,5270,4556,714
20/07/2025,5124,4390,734
21/07/2025,5293,4532,761
22/07/2025,5243,4378,865
23/07/2025,5228,4246,982
24/07/2025,5213,4335,877
25/07/2025,5169,4279,891
26/07/2025,5055,4097,958
27/07/2025,4943,3971,971
28/07/2025,5152,4160,992
29/07/2025,5122,4043,1079
30/07/2025,5161,4181,980
31/07/2025,5072,4205,867
01/08/2025,5129,4333,796
02/08/2025,5222,4367,855
03/08/2025,5058,4288,769
04/08/2025,5170,4421,749
05/08/2025,5258,4441,818
06/08/2025,5286,4488,797
07/08/2025,5413,4614,799
08/08/2025,5383,4646,738
09/08/2025,5035,4344,691
10/08/2025,4914,4181,733
11/08/2025,5194,4341,852
12/08/2025,5255,4366,889
13/08/2025,5258,4500,758
14/08/2025,5063,4364,700
15/08/2025,4800,4031,769
16/08/2025,4927,4114,813
17/08/2025,4844,4025,819
18/08/2025,4992,4141,851
19/08/2025,5064,4218,846
20/08/2025,5088,4215,872
21/08/2025,5136,4368,768
22/08/2025,5195,4330,864
23/08/2025,5056,4157,899
24/08/2025,4687,3835,851
25/08/2025,4796,3973,824
26/08/2025,4929,4089,840
27/08/2025,4844,4040,805
28/08/2025,4961,4142,820
29/08/2025,4987,4212,774
30/08/2025,5202,4246,956
31/08/2025,4666,3920,746
01/09/2025,4667,3809,858
02/09/2025,4606,3762,843
03/09/2025,4642,3787,856
04/09/2025,4730,3823,907
05/09/2025,4789,3921,868
06/09/2025,4817,3968,849
07/09/2025,4656,3801,855
08/09/2025,4939,4141,798
09/09/2025,5119,4423,697
10/09/2025,5222,4545,677
11/09/2025,5174,4477,697
12/09/2025,5220,4547,673
13/09/2025,5246,4541,705
14/09/2025,5064,4317,747
15/09/2025,5243,4395,848
16/09/2025,5252,4526,726
17/09/2025,5111,4490,620
18/09/2025,5153,4482,671
19/09/2025,5247,4535,711
20/09/2025,5170,4429,741
21/09/2025,4993,4267,725
22/09/2025,5199,4366,833
23/09/2025,5236,4388,848
24/09/2025,5265,4414,852
25/09/2025,5294,4492,802
26/09/2025,5305,4481,824
27/09/2025,5176,4275,901
28/09/2025,5039,4103,936
29/09/2025,5172,4323,849
30/09/2025,5070,4318,753
01/10/2025,4789,4009,779
02/10/2025,4448,3761,687
03/10/2025,4678,4002,676
04/10/2025,4733,4090,643
05/10/2025,4561,3908,653
06/10/2025,4527,3852,675
07/10/2025,4519,3945,573
08/10/2025,4597,4074,523
09/10/2025,4607,4072,534
10/10/2025,4615,4076,539
11/10/2025,4558,4002,556
12/10/2025,4409,3861,547
13/10/2025,4606,4019,587
14/10/2025,4669,4068,601
15/10/2025,4681,4063,618
16/10/2025,4703,4068,635
17/10/2025,4733,4074,659
18/10/2025,4710,4095,615
19/10/2025,4472,3877,595
20/10/2025,4162,3603,559
21/10/2025,4044,3500,544
22/10/2025,4126,3498,628
23/10/2025,4276,3635,642
24/10/2025,4431,3817,614
25/10/2025,4423,3742,681
26/10/2025,4265,3616,648
27/10/2025,4316,3631,685
28/10/2025,4169,3418,751
29/10/2025,4135,3356,779
30/10/2025,4157,3441,716
31/10/2025,4182,3564,618
01/11/2025,4204,3601,603
02/11/2025,4047,3510,537
03/11/2025,4205,3596,608
04/11/2025,4249,3619,631
05/11/2025,4245,3718,527
06/11/2025,4238,3701,537
07/11/2025,4252,3703,549
08/11/2025,4194,3631,564
09/11/2025,4010,3479,531
10/11/2025,4190,3644,546
11/11/2025,4296,3748,548
12/11/2025,4301,3723,578
13/11/2025,4295,3682,613
14/11/2025,4363,3713,650
15/11/2025,4276,3609,667
16/11/2025,4093,3409,684
17/11/2025,4252,3574,678
18/11/2025,4311,3665,646
19/11/2025,4351,3735,616
20/11/2025,4379,3720,659
21/11/2025,4464,3824,640
22/11/2025,4430,3833,597
23/11/2025,4276,3693,583
24/11/2025,4437,3817,620
25/11/2025,4520,3809,711
26/11/2025,4555,3895,661
27/11/2025,4586,3916,670
28/11/2025,4620,3981,639
29/11/2025,4543,3944,599
30/11/2025,4319,3765,554
01/12/2025,4449,3921,527
02/12/2025,4576,4025,551
03/12/2025,4607,3990,618
04/12/2025,4588,3915,674
05/12/2025,4621,3930,691
06/12/2025,4566,3925,641
07/12/2025,4404,3750,654
08/12/2025,4577,3873,704
09/12/2025,4632,3896,735
10/12/2025,4670,3966,703
11/12/2025,4670,3994,676
12/12/2025,4722,4100,622
13/12/2025,4689,4082,607
14/12/2025,4499,3858,641
15/12/2025,4637,3937,700
16/12/2025,4715,4008,707
17/12/2025,4756,4096,661
18/12/2025,4774,4123,651
19/12/2025,4804,4155,649
20/12/2025,4770,4180,591
21/12/2025,4654,4057,597
22/12/2025,4767,4163,604
23/12/2025,4841,4199,642
24/12/2025,4875,4195,680
25/12/2025,4901,4256,645
26/12/2025,4884,4243,641
27/12/2025,4847,4210,638
28/12/2025,4693,4071,622
29/12/2025,4843,4234,609.6
